Item No.,Item Description,Ref Standard,Pack,In Stock,InTransit Qty,Special  Price euro/1000,ETA Date
091205040AS-01,DIN 912 M5x40 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,"63,200",0,11.57,
091206030AS-01,DIN 912 M6x30 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,500,"6,000",21000,13.54,4/2/2026
091206080AS-01,DIN 912 M6x80 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,"42,400",0,30.50,
091212120AS-01,DIN 912 M12x120 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"2,750",0,189.23,
091216160AS-03,DIN 912 M16x160 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"1,675",0,450.32,
091208070CS-03,DIN 912 M8x70 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,200,"1,000",0,53.83,
091220100CS-03,DIN 912 M20x100 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,500,0,474.69,
091220055AS-03,DIN 912 M20x55 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"3,325",0,294.40,
091206060CS-01,DIN 912 M6x60 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"1,600",0,25.64,
091220160CS-01,DIN 912 M20x160 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,"1,620",0,734.27,
091208080CS-01,DIN 912 M8x80 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"2,500",0,61.61,
091210050CS-01,DIN 912 M10x50 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"27,100",0,65.43,
091212060ES-03,DIN 912 M12x60 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"2,500",0,121.25,
091212065ES-03,DIN 912 M12x65 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,50,"4,100",0,129.67,
091212070ES-03,DIN 912 M12x70 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,50,"2,950",0,136.36,
091208018ES-03,DIN 912 M8x18 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"10,200",0,24.38,
091208025ES-03,DIN 912 M8x25 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"19,000",0,28.69,
091206045AS-03,DIN 912 M6x45 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"8,200",0,19.31,
091208016AS-03,DIN 912 M8x16 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"58,600",0,19.47,
091208020ES-03,DIN 912 M8x20 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"23,600",0,25.63,
091210040AS-01,DIN 912 M10x40 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"16,300",0,53.67,
091212090AS-01,DIN 912 M12x90 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"3,100",0,145.34,
091208016AS-01,DIN 912 M8x16 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,"95,400",0,19.74,
091210040CS-01,DIN 912 M10x40 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"8,600",0,54.78,
091208060CS-03,DIN 912 M8x60 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"12,600",0,47.14,
091212030ES-03,DIN 912 M12x30 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"14,300",0,75.16,
091212025ES-03,DIN 912 M12x25 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"8,400",0,68.28,
091208100AS-01,DIN 912 M8x100 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"8,200",0,73.41,
091210025ES-03,DIN 912 M10x25 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"12,800",0,48.58,
091210080CS-01,DIN 912 M10x80 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"1,600",0,97.40,
091206090CS-03,DIN 912 M6x90 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"4,800",0,32.30,
091210025CS-03,DIN 912 M10x25 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,200,200,12000,41.43,4/30/2026
091206025AS-03,DIN 912 M6x25 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,500,"26,000",0,12.21,
091208025AS-03,DIN 912 M8x25 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"39,600",0,24.13,
091208055CS-03,DIN 912 M8x55 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,200,"16,200",0,43.88,
091208030AS-03,DIN 912 M8x30 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"9,600",0,27.19,
091216130AS-03,DIN 912 M16x130 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"4,875",0,375.61,
091210120AS-01,DIN 912 M10x120 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"4,750",0,136.70,
091208030CS-03,DIN 912 M8x30 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,200,"8,000",0,27.57,
091212035CS-01,DIN 912 M12x35 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"2,500",0,71.43,
091206035AS-03,DIN 912 M6x35 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"143,800",0,15.94,
091216070CS-01,DIN 912 M16x70 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,966,0,229.77,
091216100CS-03,DIN 912 M16x100 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,"3,500",0,303.41,
091210080AS-01,DIN 912 M10x80 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"2,300",0,95.43,
091216090CS-03,DIN 912 M16x90 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,"8,950",0,277.31,
091220150ES-03,DIN 912 M20x150 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,10,890,0,795.60,
091206050ES-03,DIN 912 M6x50 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"5,800",0,25.25,
091210020AS-01,DIN 912 M10x20 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,"8,800",0,37.36,
091216055ES-03,DIN 912 M16x55 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,50,"4,400",0,218.03,
091208090CS-03,DIN 912 M8x90 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"3,893",0,66.88,
091205016ES-03,DIN 912 M5x16 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,500,"28,000",0,7.37,
091220070AS-01,DIN 912 M20x70 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"2,325",0,352.35,
091210016AS-01,DIN 912 M10x16 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,"4,400",0,32.46,
091210050AS-03,DIN 912 M10x50 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,"3,100",0,63.22,
091210016AS-03,DIN 912 M10x16 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"8,200",0,32.01,
091212120CS-01,DIN 912 M12x120 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,50,"1,600",0,193.14,
091205050AS-01,DIN 912 M5x50 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,"1,400",0,14.08,
091208045AS-01,DIN 912 M8x45 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,"5,400",0,37.36,
091206020AS-03,DIN 912 M6x20 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,500,"2,500",16000,10.51,4/2/2026
091206030AS-03,DIN 912 M6x30 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,500,"7,000",0,13.35,
091210060AS-01,DIN 912 M10x60 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"3,000",0,74.55,
091210016ES-03,DIN 912 M10x16 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"21,800",0,38.06,
091206022CS-01,DIN 912 M6x22 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,500,"10,000",0,11.52,
091206022AS-03,DIN 912 M6x22 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,500,"3,000",0,11.13,
091214090AS-03,DIN 912 M14x90 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,50,900,0,193.05,
091224075AS-03,DIN 912 M24x75 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"1,475",0,598.13,
091220070CS-01,DIN 912 M20x70 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,246,0,359.64,
091212055ES-03,DIN 912 M12x55 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"1,200",0,112.65,
091205045CS-01,DIN 912 M5x45 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"26,600",0,16.36,
091210020AS-03,DIN 912 M10x20 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"6,400",0,36.84,
091208060CS-01,DIN 912 M8x60 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"4,400",0,48.12,
091220130AS-03,DIN 912 M20x130 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,"1,310",0,588.80,
091216060CS-03,DIN 912 M16x60 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,50,"1,100",0,199.01,
091220055AS-01,DIN 912 M20x55 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"1,450",0,298.52,
091205050AS-03,DIN 912 M5x50 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"16,200",0,13.88,
091220080AS-01,DIN 912 M20x80 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"1,375",0,393.13,
091220100AS-01,DIN 912 M20x100 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,"1,885",0,474.69,
091220065AS-01,DIN 912 M20x65 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"5,700",0,334.41,
091220050AS-01,DIN 912 M20x50 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,150,0,280.58,
091210050ES-03,DIN 912 M10x50 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"1,700",0,75.16,
091212060AS-01,DIN 912 M12x60 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"1,600",0,103.42,
091220060AS-01,DIN 912 M20x60 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"3,975",0,316.46,
091206090ES-03,DIN 912 M6x90 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"3,400",0,37.87,
091206020AS-01,DIN 912 M6x20 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,500,"49,500",0,10.65,
091220095AS-03,DIN 912 M20x95 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,675,0,448.04,
091216030CS-01,DIN 912 M16x30 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,50,"7,450",0,133.20,
091212060CS-01,DIN 912 M12x60 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,50,850,0,105.56,
091206035CS-01,DIN 912 M6x35 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"23,000",0,16.50,
091206065ES-03,DIN 912 M6x65 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"4,400",0,31.56,
091206055ES-03,DIN 912 M6x55 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"12,400",0,27.35,
091210055CS-03,DIN 912 M10x55 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"2,900",5200,69.33,4/30/2026
091220140CS-01,DIN 912 M20x140 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,110,1580,651.02,4/30/2026
091224160AS-01,DIN 912 M24x160 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,10,1000,1093.59,4/30/2026
091220160AS-01,DIN 912 M20x160 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,"1,930",1240,719.38,4/30/2026
091208035CS-01,DIN 912 M8x35 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"4,000",16600,31.47,4/30/2026
091210100ES-03,DIN 912 M10x100 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"2,900",0,136.17,
091216035ES-03,DIN 912 M16x35 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,50,950,0,165.62,
091212030CS-03,DIN 912 M12x30 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"1,100",0,64.11,
091220100AS-03,DIN 912 M20x100 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,"1,275",0,468.15,
091212020ES-03,DIN 912 M12x20 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"4,100",0,61.39,
091210070CS-03,DIN 912 M10x70 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"2,500",0,84.99,
091212070AS-01,DIN 912 M12x70 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"3,500",0,116.31,
091210075ES-03,DIN 912 M10x75 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"2,800",0,105.76,
091212100AS-01,DIN 912 M12x100 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"3,050",0,159.86,
091220180CS-01,DIN 912 M20x180 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,"1,510",0,817.52,
091220110CS-01,DIN 912 M20x110 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,"1,020",0,526.14,
091220080CS-01,DIN 912 M20x80 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,"1,800",0,401.27,
091220090CS-01,DIN 912 M20x90 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,"2,475",0,442.89,
091205030ES-03,DIN 912 M5x30 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,500,"34,000",0,11.86,
091206012AS-03,DIN 912 M6x12 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,500,"59,500",0,9.92,
091220080AS-03,DIN 912 M20x80 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"1,775",0,387.71,
091206045CS-01,DIN 912 M6x45 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"47,400",0,19.98,
091212025AS-03,DIN 912 M12x25 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,"5,700",0,57.43,
091220065AS-03,DIN 912 M20x65 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"2,475",0,329.79,
091206035AS-01,DIN 912 M6x35 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,"3,400",0,16.17,
091216190CS-03,DIN 912 M16x190 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,"1,675",0,532.37,
091216170CS-03,DIN 912 M16x170 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,0,175,481.87,4/10/2026
091208025CS-01,DIN 912 M8x25 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,200,0,24.98,
091208040CS-01,DIN 912 M8x40 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"4,800",0,34.80,
091210060CS-01,DIN 912 M10x60 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"6,800",0,76.09,
091206030CS-01,DIN 912 M6x30 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,500,"1,000",0,13.82,
091212055AS-01,DIN 912 M12x55 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"35,050",0,96.08,
091208060AS-01,DIN 912 M8x60 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"3,500",10300,47.14,5/5/2026
091224070AS-01,DIN 912 M24x70 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,125,1425,581.38,5/5/2026
091208100CS-01,DIN 912 M8x100 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"3,200",1700,74.93,5/5/2026
091210085CS-03,DIN 912 M10x85 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"2,400",4200,100.65,5/5/2026
091208090AS-01,DIN 912 M8x90 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,800,4400,66.88,5/5/2026
091208065AS-01,DIN 912 M8x65 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"4,900",2900,50.57,5/5/2026
091210040AS-03,DIN 912 M10x40 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,"13,200",0,52.93,
091220120ES-03,DIN 912 M20x120 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,10,230,0,652.16,
091220180ES-03,DIN 912 M20x180 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,10,510,0,939.04,
091206055CS-01,DIN 912 M6x55 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"15,400",0,23.81,
091208065CS-03,DIN 912 M8x65 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"3,900",0,50.57,
091220190ES-03,DIN 912 M20x190 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,10,"1,430",0,986.85,
091206040CS-01,DIN 912 M6x40 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"23,400",0,18.32,
091220200CS-03,DIN 912 M20x200 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,10,520,0,882.51,
091216110CS-01,DIN 912 M16x110 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,725,0,336.33,
091222140CS-01,DIN 912 M22x140 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,110,0,799.20,
091208095ES-03,DIN 912 M8x95 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"3,200",0,82.24,
091216050ES-05,DIN 912 M16x50 SOCKET HEAD CAP SCREW 12.9 GEOMET COATING,DIN 912,50,"34,850",0,226.58,
091212095AS-01,DIN 912 M12x95 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"2,700",0,152.60,
091212090ES-01,DIN 912 M12x90 SOCKET HEAD CAP SCREW 12.9 ZNW,DIN 912,50,200,0,170.40,
091218070CS-01,DIN 912 M18x70 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,250,0,294.71,
091216080ES-01,DIN 912 M16x80 SOCKET HEAD CAP SCREW 12.9 ZNW,DIN 912,25,"1,025",0,294.53,
091224110AS-01,DIN 912 M24x110 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,"1,350",0,807.47,
091224170AS-01,DIN 912 M24x170 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,"1,040",0,1150.68,
091224200AS-01,DIN 912 M24x200 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,600,0,1321.97,
091224090AS-03,DIN 912 M24x90 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,"2,230",0,683.56,
091210095CS-03,DIN 912 M10x95 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"1,300",0,111.01,
091216075AS-01,DIN 912 M16x75 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"5,100",0,238.00,
091218150AS-01,DIN 912 M18x150 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,475,0,559.52,
091220075AS-03,DIN 912 M20x75 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"3,200",0,367.60,
091224160AS-03,DIN 912 M24x160 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,"2,920",0,1078.51,
091224070CS-03,DIN 912 M24x70 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,550,0,581.38,
091224150ES-03,DIN 912 M24x150 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,5,420,0,1215.20,
091224040CS-03,DIN 912 M24x40 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,475,0,437.83,
091224130CS-03,DIN 912 M24x130 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,10,460,0,921.98,
091224140CS-01,DIN 912 M24x140 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,"1,840",0,999.50,
091216115ES-03,DIN 912 M16x115 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,"5,475",0,401.63,
091220045CS-03,DIN 912 M20x45 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,"1,025",0,262.63,
091214060CS-03,DIN 912 M14x60 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,50,"1,750",0,137.03,
091208050CS-01S,DIN 912 M8x50 SOCKET HEAD CAP SCREW 10.9 ZNW F/T,DIN 912,200,"4,200",0,42.02,
091210050ES-03S,DIN 912 M10x50 SOCKET HEAD CAP SCREW 12.9 BLK F/T,DIN 912,100,100,0,75.16,
091210060AS-01S,DIN 912 M10x60 SOCKET HEAD CAP SCREW 8.8 ZNW F/T,DIN 912,100,"3,000",0,92.54,
091216065ES-03S,DIN 912 M16x65 SOCKET HEAD CAP SCREW 12.9 BLK F/T,DIN 912,25,"1,575",0,248.63,
091216070CS-01S,DIN 912 M16x70 SOCKET HEAD CAP SCREW 10.9 ZNW F/T,DIN 912,25,550,0,229.77,
091216070CS-03S,DIN 912 M16x70 SOCKET HEAD CAP SCREW 10.9 BLK F/T,DIN 912,25,525,0,225.11,
091220080CS-03S,DIN 912 M20x80 SOCKET HEAD CAP SCREW 10.9 BLK F/T,DIN 912,25,"2,875",0,393.13,
091224140CS-03,DIN 912 M24x140 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,10,"1,020",0,979.24,
091224070CS-01,DIN 912 M24x70 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,400,0,593.41,
091216095CS-03,DIN 912 M16x95 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,"4,050",0,290.36,
091212085AS-01,DIN 912 M12x85 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"5,400",0,138.09,
091224060ES-03,DIN 912 M24x60 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,525,0,625.01,
091224130AS-01,DIN 912 M24x130 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,370,0,921.98,
091210095ES-03,DIN 912 M10x95 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"1,100",0,130.15,
091206075AS-03,DIN 912 M6x75 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"12,000",0,29.20,
091212150AS-01,DIN 912 M12x150 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"1,425",0,233.27,
091210075AS-01,DIN 912 M10x75 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,300,0,90.21,
091224060AS-01,DIN 912 M24x60 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"6,750",0,533.09,
091224070ES-03,DIN 912 M24x70 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,10,140,0,681.62,
091224110CS-01,DIN 912 M24x110 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,"1,700",0,824.18,
091210110ES-03,DIN 912 M10x110 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,50,"2,950",0,148.22,
091220045ES-03,DIN 912 M20x45 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,"1,025",0,307.91,
091220045AS-01,DIN 912 M20x45 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"12,675",0,262.63,
091224150AS-01,DIN 912 M24x150 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,840,0,1036.50,
091224120ES-03,DIN 912 M24x120 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,10,140,0,1013.63,
091220095ES-03,DIN 912 M20x95 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,10,695,0,532.63,
091210050AS-03S,DIN 912 M10x50 SOCKET HEAD CAP SCREW 8.8 BLK F/T,DIN 912,100,"4,000",0,63.79,
091224055AS-03,DIN 912 M24x55 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,900,0,506.43,
091224080AS-03,DIN 912 M24x80 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,530,0,622.91,
091224055AS-01,DIN 912 M24x55 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"2,075",0,513.52,
091224130CS-01,DIN 912 M24x130 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,"1,320",0,941.06,
091214035AS-03,DIN 912 M14x35 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,"2,500",0,93.31,
091208025AS-01S,DIN 912 M8x25 SOCKET HEAD CAP SCREW 8.8 ZNW PRECOTE 85,DIN 912,200,"92,400",0,24.47,
091208040AS-01S,DIN 912 M8x40 SOCKET HEAD CAP SCREW 8.8 ZNW F/T,DIN 912,200,"1,400",0,35.27,
091212085CS-03,DIN 912 M12x85 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,50,"3,500",0,138.09,
091224050AS-01,DIN 912 M24x50 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"1,000",0,486.11,
091216075ES-03,DIN 912 M16x75 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,"1,125",0,279.03,
091210075CS-01,DIN 912 M10x75 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"9,900",0,92.07,
091216110ES-01,DIN 912 M16x110 SOCKET HEAD CAP SCREW 12.9 ZNW,DIN 912,25,200,0,386.33,
091210130AS-01,DIN 912 M10x130 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"3,700",0,146.98,
091224055CS-03,DIN 912 M24x55 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,75,0,513.52,
091214035CS-01,DIN 912 M14x35 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"3,100",0,96.57,
091224110CS-03,DIN 912 M24x110 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,10,"1,040",0,807.47,
091205020CS-03,DIN 912 M5x20 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,500,"11,000",0,6.54,
091224100ES-03,DIN 912 M24x100 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,10,150,0,879.75,
091224130AS-03,DIN 912 M24x130 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,"1,770",0,909.27,
091216045AS-01,DIN 912 M16x45 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"8,550",0,159.21,
091214055CS-03,DIN 912 M14x55 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,50,"3,650",0,127.24,
091224070AS-03,DIN 912 M24x70 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"1,610",0,573.36,
091224080AS-01,DIN 912 M24x80 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"1,600",0,631.62,
091224180AS-03,DIN 912 M24x180 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,60,0,1191.12,
091224180AS-01,DIN 912 M24x180 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,450,0,1207.13,
091224160ES-03,DIN 912 M24x160 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,10,"1,480",0,1282.14,
091224150AS-03,DIN 912 M24x150 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,180,0,1022.20,
091212095ES-03,DIN 912 M12x95 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,50,"3,500",0,178.91,
